id	latin_name	phenological_event	start_month	start_day	end_month	end_day	practice	detail
3109	Origanum vulgare	summer					cuttings, basal	Basal cuttings of young barren shoots in June. Very easy. Harvest the shoots with plenty of underground stem when they are about 8 - 10cm above the ground. Pot them up into individual pots and keep them in light shade in a cold frame or greenhouse until they are rooting well. Plant them out in the summer.
3110	Robinia pseudoacacia	summer					plant out	Prick out the seedlings into individual pots when they are large enough to handle and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in the following summer.
3111	Rosmarinus officinalis	summer					layering	
3112	Rudbeckia laciniata	summer					plant out	prick out the seedlings into individual pots when they are large enough to handle and plant them out in the summer[K].
3114	Ficus carica	winter					cuttings	mature wood 10 - 12cm with a heel, winter in a frame. Fairly easy, but the cuttings must be kept frost free. It is probably best if the cuttings are put in individual pots
3115	Vitis vinifera	late winter					prune	remove spent fruting wood.
3116	Cydonia oblonga	winter					prune	Pruning group 13 in winter if fan trained. In the first three or four winters establish a framework of fruiting spurs
3118	Agastache foeniculum		2	7	4	7	sew indoors	
3119	Agastache foeniculum		5	1	5	28	transplant	
3120	Agastache foeniculum		6	1	7	28	sew seed	direct
3121	Agastache rupestris		2	7	4	7	sew indoors	
3122	Agastache rupestris		5	1	5	28	transplant	5
3123	Agastache rupestris		6	1	7	28	sew seed	direct
3124	Agastache rupestris		8	1	8	28	harvest seeds	
3125	Amaranthus cruentus		5	7	6	7	sew seed	direct
3126	Amaranthus hypochondriacus		5	7	6	7	sew seed	direct
3128	Diplotaxis tenuifolia		2	20	3	7	sew indoors	
3129	Diplotaxis tenuifolia		3	7	4	28	sew seed	direct
3130	Diplotaxis tenuifolia		5	1	6	15	transplant	
3131	Asparagus officinalis		2	15	6	15	sew indoors	51
3132	Asparagus officinalis		5	21	6	15	transplant outdoors	
3133	Vigna unguiculata cylindrica		3	21	5	15	sew indoors	
3134	Vigna unguiculata cylindrica		5	15	6	21	transplant	
3135	Vicia faba major		2	1	4	28	sew seed	direct
3136	Vicia faba major		9	1	11	28	sew seed	direct
3137	Phaseolus vulgaris		5	15	7	28	sew seed	direct
3139	Glycine max		5	15	6	15	sew seed	direct
3140	Glycine max		8	15	8	28	sew seed	direct
3141	Glycine max		9	1	9	28	cover	
3142	Beta vulgaris craca		4	15	8	21	sew seed	direct
3143	Brassica oleracea italica		3	1	3	28	sew indoors	
3144	Brassica oleracea italica		4	1	8	7	sew seed	direct
3145	Brassica oleracea italica		6	15	6	28	sew indoors	sprouting broccoli
3146	Brassica oleracea italica		7	1	7	21	sew seed	direct
3147	Brassica oleracea italica		8	1	8	15	transplant	
3148	Brassica oleracea gemmifera		5	15	6	15	sew indoors	
3149	Brassica oleracea gemmifera		8	1	8	15	transplant	
3150	Brassica oleracea capitata		3	1	3	28	sew indoors	
3155	Brassica oleracea botrytis		4	15	4	28	transplant	
3156	Brassica oleracea botrytis		5	1	6	15	sew indoors	
3157	Brassica oleracea botrytis		6	15	6	28	transplant	
3158	Brassica oleracea botrytis		7	15	7	28	transplant	
3159	Brassica oleracea botrytis		8	7	8	21	sew indoors	overwinter
3160	Brassica oleracea botrytis		9	15	9	28	transplant	overwinter
3161	Apium graveolens dulce		3	1	5	28	sew seed	
3162	Apium graveolens dulce		6	1	6	28	sew seed	direct
3163	Apium graveolens dulce		7	1	7	15	transplant	
3164	Apium graveolens rapaceum		3	1	5	28	sew indoors	
3165	Apium graveolens rapaceum		6	1	6	28	sew seed	direct
3166	Apium graveolens rapaceum		7	1	7	28	transplant	
3167	Cicer arietinum		3	1	3	28	sew indoors	3
3168	Cicer arietinum		4	1	6	15	sew seed	direct
3169	Claytonia perfoliata		2	1	3	7	sew seed	direct
3170	Claytonia perfoliata	autumn					sew seed	direct
3171	Claytonia exigua		2	1	3	7	sew seed	direct
3173	Claytonia lanceolata		2	1	3	7	sew seed	direct
3174	Claytonia lanceolata		9	1	9	28	sew seed	direct
3175	Claytonia sibirica		2	1	3	7	sew seed	direct
3176	Claytonia sibirica		9	1	9	28	sew seed	direct
3177	Brassica oleracea viridis		3	1	9	28	sew seed	direct
3181	Lepidium sativum		3	1	9	28	sew seed	direct
3182	Cucumis sativus		5	1	5	15	sew indoors	
3183	Cucumis sativus		5	15	5	28	sew seed	direct
3184	Cucumis sativus		6	1	6	15	transplant	
3185	Cucumis sativus		6	15	6	28	sew seed	direct
3186	Solanum melongena		3	21	4	15	sew indoors	
3187	Solanum melongena		5	21	6	28	transplant and cover	
3188	Cichorium endiva		3	21	4	21	sew seed	direct
3189	Cichorium endiva		6	15	7	28	sew seed	direct
3190	Cichorium intybus		3	21	4	21	sew seed	direct
3191	Cichorium intybus		6	15	7	28	sew seed	direct
3192	Allium sativum		3	1	3	15	sew seed	direct
3193	Allium sativum		8	21	11	28	plant cloves	
3195	Brassica oleracea		3	7	6	15	sew seed	indoors. 3 or 4 seeds per pot. 0.5 cm deep under very bright light.
3197	Brassica oleracea		8	1	8	15	transplant	thin to strongest plant, .5m apart.
3198	Brassica oleracea		7	14	8	15	sew seed	for fall and over winterted crop
3199	Brassica oleracea gongylodes		4	1	5	15	sew seed	direct
3200	Brassica oleracea gongylodes		7	15	8	15	sew seed	direct
3201	Allium porrum		1	15	2	1	sew seed	
3202	Allium porrum		4	1	8	28	sew seed	direct
3203	Lactuca sativa		2	1	3	28	sew indoors	
3205	Lactuca sativa		9	1	9	28	cover	
3206	Cucumis melo		3	21	3	28	sew indoors	3
3207	Cucumis melo		5	21	7	7	transplant	
3208	Brassica juncea		2	1	11	7	sew seed	direct
3209	Tetragonia tetragonoides		3	1	3	28	sew indoors	
3210	Tetragonia tetragonoides		5	15	6	15	sew seed	direct
3211	Malus domestica		1	15	2	28	prune	wait for a dry day
3212	Malus domestica		1	15	2	28	remove tent caterpillar eggs	chewing gum size brown casing around branches.
3213	Abelmoschus esculentus		4	15	4	28	sew indoors	
3214	Abelmoschus esculentus		5	21	6	7	transplant	
3215	Allium cepa	mid to late winter					sew seed	indoors
3217	Allium cepa		4	21	5	28	transplant	12-15cm apart in rows 45-75 cm apart.
3219	Allium cepa		8	10	8	20	transplant	overwinter
3222	Brassica rapa chinensis		2	1	2	28	cover	
3223	Brassica rapa chinensis		2	1	9	28	sew seed	direct
3224	Brassica rapa chinensis		9	1	9	28	cover	
3225	Pastinaca sativa		3	21	7	7	sew seed	5-10mm deep, cover with compost or floating row cover to shade soil and conserve moisture. 
3226	Pisum sativum		2	15	5	28	sew seed	Direct every 3 weeks
3227	Capsicum annuum		3	1	4	15	sew indoors	
3228	Capsicum annuum		6	1	6	28	transplant	
3229	Capsicum annuum		6	1	6	28	cover	
3230	Portulaca oleracea		5	21	6	1	sew seed	
3231	Chenopodium quinoa		4	15	5	28	sew seed	direct
3232	Raphanus sativus		2	1	5	7	sew seed	direct
3233	Raphanus sativus		2	1	2	28	cover	
3234	Raphanus sativus		8	1	10	28	sew seed	direct
3235	Raphanus sativus		10	1	10	28	cover	
3236	Rheum rhaponticum		4	1	4	15	sew indoors	
3237	Rheum rhaponticum		5	15	5	28	transplant	
3238	Rheum rhaponticum		6	1	7	28	sew seed	direct
3239	Brassica napus napobrassica		6	15	7	15	sew seed	direct
3240	Sesamum indicum		2	15	3	7	sew indoors	
3241	Sesamum indicum		4	15	5	15	cover	
3242	Sesamum indicum		4	15	5	15	transplant	
3243	Spinacia oleracea		2	1	8	15	sew seed	direct
3244	Spinacia oleracea		2	1	2	28	cover	
3245	Spinacia oleracea		9	7	9	28	sew indoors	
3246	Spinacia oleracea		10	15	11	15	transplant and cover	
3248	Cucurbita argyrosperma		4	15	5	15	sew indoors	
3249	Cucurbita argyrosperma		5	15	6	7	sew seed	direct
3250	Cucurbita ficifolia		4	15	5	15	sew indoors	
3251	Cucurbita maxima		4	15	5	15	sew seed	in a greenhouse in a rich soil. Germination should take place within 2 weeks. Sow 2 or 3 seeds per pot and thin out to the best plant. 
3252	Cucurbita moschata		4	15	5	15	sew indoors	
3253	Cucurbita pepo		4	21	5	14	sew seed	indoors in a rich soil. Sow 2 or 3 seeds per pot and thin out to the best plant..
3254	Cucurbita ficifolia		5	15	6	7	sew seed	direct
3256	Cucurbita moschata		5	16	6	7	sew seed	direct
3257	Cucurbita pepo		5	15	6	7	sew seed	in situ. 3 seeds and thin to the best one.
3258	Beta vulgaris flavescens		4	15	8	28	sew seed	direct
3259	Solanum lycopersicum		3	15	4	7	sew seed	with bottom heat 10C
3260	Solanum lycopersicum		5	1	5	28	transplant and cover	add 1/4 cup wood ash
3261	Solanum lycopersicum		5	21	6	7	transplant	min is over 10C.  add 1/4 cup wood ash
3262	Brassica rapa		3	1	4	28	sew seed	direct
3263	Brassica rapa		8	1	10	28	sew seed	direct
3264	Lobularia maritima		2	7	4	7	sew indoors	
3265	Lobularia maritima		4	15	5	15	transplant	
3266	Lobularia maritima		5	15	6	28	sew seed	direct
3267	Ammi majus		2	1	5	28	sew seed	direct
3268	Asclepias incarnata		2	7	3	28	sew indoors	2
3269	Asclepias incarnata		4	15	4	28	transplant	
3270	Asclepias incarnata		5	1	5	28	sew seed	direct
3271	Aurinia saxatilis		1	10	2	7	sew indoors	
3272	Aurinia saxatilis		3	15	3	28	transplant	
3273	Aurinia saxatilis		4	1	5	28	sew seed	direct
3274	Bellis perennis		3	1	4	28	sew indoors	
3275	Bellis perennis		5	1	5	28	transplant	
3276	Bellis perennis		10	15	12	28	sew seed	direct
3277	Ammi majus		8	7	12	7	sew seed	direct
3278	Asclepias incarnata		10	20	11	28	sew seed	direct
3279	Celosia argentea cristata		2	15	3	21	sew indoors	
3280	Celosia argentea cristata		3	21	7	10	sew seed	direct
3281	Calendula officinalis		9	21	11	28	sew seed	direct
3282	Clarkia amoena		2	15	3	28	sew indoors	
3283	Clarkia amoena		4	1	6	21	sew seed	direct
3284	Cleome serrulata		4	1	5	28	sew seed	direct
3285	Aquilegia formosa		1	1	3	21	sew indoors	
3286	Aquilegia formosa		4	1	4	28	transplant	
3287	Aquilegia formosa		10	1	11	28	sew seed	direct
3288	Coreopsis tinctoria		3	1	4	28	sew indoors	
3289	Coreopsis tinctoria		5	1	5	28	transplant	
3290	Coreopsis tinctoria		10	1	11	28	sew seed	direct
3291	Centaurea cyanus		3	15	5	28	sew seed	direct
3292	Centaurea cyanus		10	1	11	28	sew seed	direct
3293	Centaurea montana		3	15	5	28	sew seed	direct
3294	Centaurea montana		10	1	11	28	sew seed	direct
3295	Cosmos bipinnatus		2	1	2	28	sew indoors	
3296	Cynoglossum grande		2	1	2	28	sew seed	direct
3297	Cynoglossum grande		3	1	3	15	sew indoors	
3298	Cynoglossum grande		5	1	6	21	sew seed	direct
3299	Cynoglossum grande		10	1	12	7	sew seed	direct
3301	Malus domestica		2	1	3	21	graft	
3302	Anethum graveolens		5	1	8	28	sew seed	direct
3303	Ocimum basilicum		4	15	5	15	sew indoors	
3304	Ocimum basilicum		5	15	5	28	sew seed	direct
3305	Ocimum basilicum		6	1	6	15	transplant	
3306	Ocimum basilicum		5	15	6	7	sew seed	direct
3307	Monarda didyma		2	15	3	15	sew indoors	
3308	Monarda didyma		3	15	4	15	sew seed	direct
3309	Monarda didyma		4	21	5	7	transplant	
3310	Borago officinalis		4	1	8	7	sew seed	direct
3311	Carum carvi		4	1	6	28	sew seed	direct
3312	Carum carvi		8	15	10	15	sew seed	direct
3313	Nepeta cataria		2	15	3	28	sew indoors	
3314	Nepeta cataria		4	1	6	28	sew seed	direct
3315	Nepeta cataria		9	1	10	28	sew seed	direct
3316	Anthriscus cerefolium		3	1	3	21	sew indoors	
3317	Anthriscus cerefolium		3	21	7	28	sew seed	direct
3318	Allium schoenoprasum		2	1	4	7	sew indoors	
3319	Allium schoenoprasum		5	1	5	15	transplant	
3321	Allium schoenoprasum		8	10	9	28	sew seed	direct
3322	Coriandrum sativum		3	1	9	21	sew seed	direct
3323	Cuminum cyminum		2	15	3	15	sew indoors	
3324	Cuminum cyminum		4	1	5	7	sew seed	direct
3325	Cuminum cyminum		4	21	4	28	transplant	
3326	Foeniculum vulgare azoricum		2	15	3	28	sew indoors	
3327	Foeniculum vulgare azoricum		4	1	7	16	sew seed	direct
3328	Lavandula angustifolia		1	1	2	28	sew indoors	11
3329	Lavandula angustifolia		3	1	5	15	sew seed	direct
3330	Lavandula angustifolia		5	15	6	15	transplant	
3331	Lavandula angustifolia		9	1	10	15	sew seed	direct
3332	Melissa officinalis		2	1	2	28	sew indoors	
3333	Melissa officinalis		3	21	4	7	transplant	
3334	Melissa officinalis		4	7	7	21	sew seed	direct
3335	Glycyrrhiza glabra		2	15	3	15	sew indoors	
3336	Glycyrrhiza glabra		5	15	6	15	transplant	
3337	Levisticum officinale		2	21	3	21	sew indoors	
3338	Levisticum officinale		4	7	4	21	sew seed	direct
3339	Levisticum officinale		4	21	5	7	transplant	best when 2 or three years old
3340	Artemisia dracunculus		2	15	4	15	sew indoors	
3341	Artemisia dracunculus		4	15	5	15	transplant	
3342	Artemisia dracunculus		5	15	6	28	sew seed	direct
3343	Mentha species		2	1	3	28	sew indoors	2
3344	Mentha species		3	1	6	28	sew seed	direct
3345	Origanum vulgare		2	15	4	15	sew indoors	
3346	Origanum vulgare		4	15	5	15	transplant	
3347	Origanum vulgare		5	15	6	28	sew seed	direct
3348	Petroselinum crispum		4	15	8	28	sew seed	direct
3349	Tagetes minuta		3	1	3	28	sew indoors	
3350	Tagetes minuta		4	1	4	28	sew seed	direct
3351	Tagetes minuta		5	1	5	28	transplant	
3352	Tagetes minuta		6	7	8	7	sew seed	direct
3353	Rosmarinus officinalis		2	1	4	15	sew indoors	
3354	Rosmarinus officinalis		4	15	5	15	transplant	
3355	Rosmarinus officinalis		5	15	6	28	sew seed	direct
3356	Salvia officinalis		2	1	4	15	sew indoors	
3357	Salvia officinalis		4	15	5	15	transplant	
3358	Salvia officinalis		5	15	6	28	sew seed	direct
3359	Satureja hortensis		3	1	4	28	sew indoors	23
3360	Satureja hortensis		5	1	5	15	transplant	
3361	Satureja hortensis		5	15	6	21	sew seed	direct
3362	Perilla frutescens		3	15	3	28	sew indoors	
3363	Perilla frutescens		4	1	4	15	transplant	
3364	Perilla frutescens		4	15	6	28	sew seed	direct
3365	Stevia rebaudiana		4	1	5	28	sew indoors	4
3366	Stevia rebaudiana		6	1	7	15	transplant	
3367	Origanum majorana		2	15	4	15	sew indoors	
3368	Origanum majorana		4	15	5	15	transplant	
3369	Origanum majorana		5	15	6	28	sew seed	direct
3370	Thymus vulgaris		2	1	4	16	sew indoors	
3371	Thymus vulgaris		4	15	5	15	transplant	
3372	Thymus vulgaris		5	15	6	21	sew seed	direct
3373	Polypodium glycyrrhiza		10	20	3	20	harvest	
3374	Morchella esculenta		2	1	3	28	harvest	
3375	Urtica dioica		2	20	4	28	harvest leaves and new shoots	
3376	Acer macrophyllum		3	1	4	28	harvest flowers	flowers
3377	Rubus spectabilis		3	20	5	10	harvest new shoots	new shoots
3378	Rubus parviflorus		3	20	5	10	harvest new shoots	new shoots
3379	Urtica dioica		3	20	8	28	harvest leaves	Leaves for tea
3380	Matteuccia struthiopteris		4	10	7	28	harvest new shoots	new shoots
3381	Rubus spectabilis		5	10	8	10	harvest berries	
3382	Rubus ursinus		6	1	8	28	harvest berries	
3383	Rubus parviflorus		7	10	8	28	harvest berries	
3384	Gaultheria shallon		7	20	9	20	harvest berries	
3385	Rubus procerus		8	1	9	28	harvest berries	
3386	Mahonia aquifolium		8	20	11	10	harvest berries	
3387	Mahonia nervosa		8	20	11	10	harvest berries	
3388	Mahonia x media		7	1	11	10	harvest berries	
3389	Urtica dioica		8	20	11	20	harvest stems	 for fibers
3391	Rosa nutkana		10	10	12	10	harvest fruit	
3392	Rosa nutkana		2	1	4	1	harvest young shoots	raw or cooked. Peeled and eaten in spring when they are still tende
3393	Delphinium elatum		2	15	3	15	sew indoors	1
3394	Delphinium elatum		4	1	5	15	sew seed	direct
3395	Delphinium elatum		9	21	10	28	sew seed	direct
3396	Delphinium menziesii		2	15	3	15	sew indoors	
3397	Delphinium menziesii		4	15	5	15	sew seed	direct
3398	Dianthus barbatus		1	15	2	10	sew indoors	1
3399	Dianthus barbatus		3	10	3	20	transplant	
3400	Dianthus barbatus		3	20	7	20	sew seed	direct
3401	Digitalis purpurea		1	1	1	31	sew indoors	
3402	Digitalis purpurea		3	1	3	28	transplant	
3403	Digitalis purpurea		4	1	4	28	sew seed	direct
3404	Echinacea purpurea		2	15	3	28	sew indoors	
3405	Echinacea purpurea		5	1	5	15	transplant	
3406	Echinacea purpurea		5	15	6	21	sew seed	direct
3407	Echinacea purpurea		9	21	10	28	sew seed	direct
3408	Eriophyllum lanatum		2	15	4	15	sew seed	direct
3409	Eriophyllum lanatum		9	15	11	15	sew seed	direct
3410	Eucalyptus cinerea		2	15	3	28	sew indoors	
3411	Eucalyptus cinerea		4	1	5	28	transplant	
3412	Gaillardia pinnatifida		2	15	3	15	sew indoors	
3413	Gaillardia pinnatifida		4	20	5	7	transplant	
3414	Gypsophila paniculata		3	7	7	15	sew seed	direct
3415	Gypsophila paniculata		10	7	11	7	sew seed	direct
3416	Alcea rosea		2	15	3	15	sew indoors	
3417	Alcea rosea		4	1	5	7	transplant	
3418	Alcea rosea		8	1	10	28	sew seed	direct
3419	Clinopodium douglasii	spring					sew in green house	
3420	Clinopodium douglasii	spring					divide	
3421	Clinopodium douglasii	late spring					plant out year old seedlings	
3422	Clinopodium douglasii	summer					plant out rooted shoots	
3424	Iberis umbellata		2	1	3	21	sew indoors	
3425	Iberis umbellata		4	1	4	15	transplant	
3426	Iberis umbellata		4	15	7	15	sew seed	direct
3427	Lobelia cardinalis		3	7	4	7	sew indoors	
3428	Lobelia cardinalis		5	1	5	28	transplant	
3429	Lobelia cardinalis		6	1	6	28	sew seed	direct
3430	Lunaria annua		3	7	6	21	sew seed	direct
3431	Lunaria annua		9	21	10	21	sew seed	direct
3432	Lupinus polyphyllus		2	7	3	7	sew indoors	
3433	Lupinus polyphyllus		3	7	6	21	sew seed	direct
3434	Lupinus polyphyllus		10	7	11	7	sew seed	direct
3435	Lupinus nootkatensis		2	7	3	7	sew indoors	
3436	Lupinus nootkatensis		3	7	6	21	sew seed	direct
3437	Lupinus nootkatensis		10	7	11	7	sew seed	direct
3440	Tropaeolum majus		1	15	2	21	sew indoors	
3441	Tropaeolum majus	spring					sew seed	
3442	Tropaeolum majus		9	1	9	28	sew seed	direct
3443	Nemophila parviflora		1	15	2	15	sew indoors	
3444	Nemophila parviflora		3	1	3	28	transplant	
3445	Nicotiana rustica		3	1	5	28	sew indoors	
3446	Nicotiana rustica		6	1	7	7	transplant	
3447	Nigella sativa		1	15	2	15	sew indoors	
3448	Nigella sativa		2	15	4	28	sew seed	direct
3449	Oenothera biennis		1	21	2	7	sew indoors	
3450	Oenothera biennis		3	15	5	28	sew seed	direct
3451	Phacelia tanacetifolia		4	1	6	28	sew seed	direct
3452	Physalis ixocarpa		2	15	3	15	sew indoors	
3453	Physalis ixocarpa		4	15	5	15	transplant	
3454	Papaver orientale	winter to mid spring					sew seed	direct
3457	Papaver nudicaule		9	1	11	28	sew seed	direct
3458	Papaver somniferum		2	1	4	28	sew seed	direct
3459	Papaver somniferum		9	21	11	28	sew seed	direct
3460	Papaver rhoeas		2	1	4	28	sew seed	direct
3461	Papaver rhoeas		9	21	11	28	sew seed	direct
3462	Rosa rugosa		1	1	3	15	sew indoors	1
3463	Rosa rugosa		3	21	5	28	transplant	
3464	Rosa woodsii		1	1	3	15	sew indoors	
3465	Rosa woodsii		3	21	5	28	transplant	
3466	Rosa pisocarpa		3	21	5	28	transplant	
3467	Rosa pisocarpa		1	1	3	15	sew indoors	
3468	Rosa nutkana		1	1	3	15	sew indoors	
3469	Rosa nutkana		3	21	5	28	transplant	
3470	Rosa gymnocarpa		1	1	3	15	sew indoors	
3471	Rosa gymnocarpa		3	21	5	28	transplant	
3472	Rosa glauca		1	1	3	15	sew indoors	
3473	Rosa glauca		3	21	5	28	transplant	
3474	Rosa canina		1	1	3	15	sew indoors	
3475	Rosa canina		3	21	5	28	transplant	
3476	Rosa acicularis		1	1	3	15	sew indoors	
3477	Rosa acicularis		3	21	5	28	transplant	
3478	Rudbeckia hirta		2	15	3	15	sew indoors	
3479	Rudbeckia hirta		3	15	5	28	sew seed	direct
3480	Saponaria ocymoides		1	15	2	15	sew indoors	
3481	Saponaria ocymoides		3	15	5	28	sew seed	direct
3482	Scabiosa atropurpurea		2	1	4	7	sew indoors	
3483	Scabiosa atropurpurea		4	7	5	7	transplant	
3484	Scabiosa atropurpurea		5	7	6	21	sew seed	direct
3485	Antirrhinum majus		2	1	2	28	sew indoors	2
3486	Antirrhinum majus		4	1	5	15	transplant	
3487	Antirrhinum majus		4	15	6	28	sew seed	direct
3492	Helianthus annuus		2	2	2	28	sew indoors	
3493	Helianthus annuus		3	1	5	28	sew seed	direct
3494	Helianthus annuus	12C-21C					sew seed	direct
3495	Helianthus giganteus		2	2	2	28	sew indoors	
3496	Helianthus giganteus		3	1	5	28	sew seed	direct
3497	Helianthus giganteus		9	21	11	21	sew seed	direct
3498	Helianthus giganteus	after frost					sew seed	direct
3499	Lathyrus odoratus		2	7	3	15	sew indoors	
3500	Lathyrus odoratus		4	1	4	21	transplant	
3501	Lathyrus odoratus		4	21	5	28	sew seed	direct
3502	Lathyrus odoratus		9	15	11	21	sew seed	direct
3503	Tithonia rotundifolia		2	7	3	15	sew indoors	
3504	Tithonia rotundifolia		4	1	4	21	transplant	
3505	Veronica americana		2	1	2	28	sew indoors	
3506	Veronica americana		4	1	4	21	transplant	
3507	Veronica americana		4	21	5	28	sew seed	direct
3508	Veronica americana		10	7	11	7	sew seed	direct
3510	Veronica beccabunga		2	1	2	28	sew indoors	
3511	Veronica beccabunga		4	1	4	21	transplant	
3512	Veronica scutellata		2	1	2	28	sew indoors	
3513	Veronica peregrina		2	1	2	28	sew indoors	
3514	Veronica peregrina		4	1	4	21	transplant	
3515	Veronica scutellata		4	1	4	21	transplant	
3516	Veronica beccabunga		4	21	5	28	sew seed	direct
3517	Veronica peregrina		4	21	5	28	sew seed	direct
3518	Veronica scutellata		4	21	5	28	sew seed	direct
3519	Veronica beccabunga		10	7	11	7	sew seed	direct
3520	Veronica peregrina		10	7	11	7	sew seed	direct
3521	Veronica scutellata		10	7	11	7	sew seed	direct
3522	Viola tricolor		1	1	3	28	sew indoors	
3523	Viola tricolor		4	1	4	21	transplant	
3524	Viola tricolor		6	1	10	21	sew seed	direct
3525	Viola sempervirens		1	1	3	28	sew indoors	
3526	Viola sempervirens		4	1	4	21	transplant	
3527	Viola odorata		1	1	3	28	sew indoors	1
3528	Viola odorata		6	1	10	21	sew seed	direct
3529	Viola odorata		4	1	4	21	transplant	
3530	Viola macloskeyi		1	1	3	28	sew indoors	1
3531	Viola macloskeyi		4	1	4	21	transplant	
3532	Viola macloskeyi		6	1	10	21	sew seed	direct
3533	Viola glabella		1	1	3	28	sew indoors	
3534	Viola glabella		4	1	4	21	transplant	
3535	Viola glabella		6	1	10	21	sew seed	direct
3536	Viola cornuta		1	1	3	28	sew indoors	
3537	Viola cornuta		4	1	4	21	transplant	
3538	Viola cornuta		6	1	10	21	sew seed	direct
3539	Viola canadensis		1	1	3	28	sew indoors	1
3540	Viola canadensis		4	1	4	21	transplant	
3541	Viola canadensis		6	1	10	21	sew seed	direct
3542	Viola biflora		1	1	3	28	sew indoors	
3543	Viola biflora		4	1	4	21	transplant	
3544	Viola biflora		6	1	10	21	sew seed	direct
3545	Viola adunca		1	1	3	28	sew indoors	
3546	Viola adunca		4	1	4	21	transplant	
3547	Viola adunca		6	1	10	21	sew seed	direct
3548	Erysimum cheiri		1	15	2	15	sew indoors	
3549	Erysimum cheiri		3	15	4	15	sew seed	direct
3550	Achillea millefolium		3	7	3	28	sew indoors	
3551	Achillea millefolium		4	15	4	28	transplant	
3552	Achillea millefolium		5	1	6	21	sew seed	direct
3553	Achillea millefolium		9	15	11	21	sew seed	direct
3554	Zinnia elegans		3	1	3	28	sew indoors	
3555	Zinnia elegans		4	1	6	21	sew seed	direct
3556	Oxalis acetosella		1	1	12	28	harvest leaves	
3557	Corylus avellana	summer					prune	summer and spring pruning produces much less return growth, and is useful in removing suckers and low-hanging limbs
3558	Corylus avellana	spring					prune	summer and spring pruning produces much less return growth, and is useful in removing suckers and low-hanging limbs
3559	Corylus avellana	winter					prune	Pruning during winter (the dormant season) will cause the most vigorous growth the following spring.
3560	Corylus avellana	fall					transplant root divisions and prune	first yearTrainingTop the trees with a heading cut 28–34 inches from the ground at planting time. Transplanting shrinks the root system, and topping helps reduce moisture demand. Trees topped at planting generally become larger more quickly.
3561	Ribes sanguineum		7	1	7	28	tip layering	burry tips in soil
3562	Oemleria cerasiformis		6	15	7	15	harvest berries	
3563	Oemleria cerasiformis	autumn					sew seed	in a cold frame as soon as it is ripe
3564	Acer macrophyllum		11	1	2	15	harvest sap	harvest
3565	Acer macrophyllum	spring					transplant seedlings	
3566	Allium sativum		10	15	12	21	mulch with leaves	
3567	Allium vineale		10	1	8	1	harvest leaves	
3568	Allium vineale		1	1	12	31	harvest bulbs	
3569	Amelanchier alnifolia	spring					layering	
3570	Amelanchier alnifolia	winter					plant into permanent position	plant out
3571	Amelanchier alnifolia	late winter					divide	must be two years old or they won't have roots.
3572	Arbutus unedo		10	1	12	28	harvest fruit	
3573	Arbutus unedo		10	1	12	28	sew seed	
3574	Arbutus unedo	late winter					cuttings, basal	
3575	Artemisia vulgaris	spring					harvest young shoots	
3576	Artemisia vulgaris	late winter to early summer					sew seed	
3577	Artemisia vulgaris	summer					plant out	
3578	Artemisia vulgaris	spring					divide	
3579	Artemisia vulgaris	summer					divide	
3580	Artemisia vulgaris	late spring					cuttings, basal	
3581	Artemisia vulgaris		7	1	9	28	harvest seeds	
3583	Camassia quamash	spring					harvest bulbs	
3584	Camassia quamash	spring					transplant bulbs	
3585	Camellia japonica		4	1	6	28	harvest flowers	flowers
3586	Claytonia perfoliata	spring					harvest leaves and stems	
3589	Bambusa multiplex	spring					divide	
3590	Bambusa multiplex	early spring					harvest young shoots	
3591	Fragaria x ananassa		4	1	4	28	remove 3 year and older plants	space new plants about 10 to 18 inches apart.
3593	Fragaria x ananassa		7	1	8	28	divide	transplant runners
3595	Hemerocallis lilioasphodelus	middle of spring					sew seed in a greenhouse	
3596	Hemerocallis lilioasphodelus	winter					grow seedlings in a greenhouse	
3597	Hemerocallis lilioasphodelus	spring					divide	
3598	Hemerocallis lilioasphodelus	late summer					divide	after flowering
3599	Hemerocallis lilioasphodelus	spring					harvest leaves and young shoots	- raw or cooked like asparagus or celery[85, 105, 183]. They must be consumed when very young or else they become fibrous[K
3600	Hemerocallis lilioasphodelus		5	1	6	15	harvest flower buds	Flower buds - raw or cooked. They taste somewhat like green beans[85, 105]. They contain about 43mg vitamin C per 100g, 983 IU vitamin A and 3.1% protein[205
3601	Hemerocallis lilioasphodelus		5	15	7	28	harvest flowers	- raw or cooked[85, K]. They can be dried and used as a thickener in soups etc[183]. If the flowers are picked just as they start to wither they can be used as a condiment[85]. The flowers are a traditional food in China where they are steamed and then dried[266
3602	Rosmarinus officinalis		1	1	12	31	harvest leaves	- raw or cooked. The leaves have a very strong flavour that is bitter and somewhat resinous[238], the flowers are somewhat milder. They are used in small quantities as a flavouring in soups and stews, with vegetables such as peas and spinach, and with sweet dishes such as biscuits cakes, jams and jellies[1, 2, 9, 15, 27, 52, 244]. They can be used fresh or dried[21].The leaves have a tough texture and so should either be used very finely chopped, or in sprigs that can be removed after cooking[238].A fragrant tea is made from the fresh or dried leaves[21, 183]. It is said to be especially nice when mixed with tansy[183].
3603	Rosmarinus officinalis		3	1	10	28	harvest flowers	flowers
